path,name,phrase,mfcc_mean0,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_std20,mfcc_std21,mfcc_std22,mfcc_std23,mfcc_std24,mfcc_std25,mfcc_std26,mfcc_std27,mfcc_std28,mfcc_std29,mfcc_std30,mfcc_std31,mfcc_std32,mfcc_std33,mfcc_std34,mfcc_std35,mfcc_std36,mfcc_std37,mfcc_std38,mfcc_std39,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std
./fastapi_app/Голосовые/Степа/Гайволя Степан Пицца (5).wav,Степа,Пицца,-357.887,87.193,25.759,45.789,22.318,12.084,-0.383,5.739,-4.15,-2.372,0.542,-2.372,-7.821,-2.409,-3.315,-1.377,-1.479,-5.703,-3.008,-1.06,134.601,68.878,36.392,30.607,19.492,13.929,15.326,7.352,8.781,6.146,9.893,8.862,7.916,6.642,7.018,3.301,3.038,5.442,4.188,5.258,1856.754,1854.748,1.267,3180.063,2904.055
./fastapi_app/Голосовые/Степа/Гайволя Степан Привет (1).wav,Степа,Привет,-334.05,98.334,-1.256,38.099,9.943,5.426,-4.149,-9.96,-7.324,-1.131,-3.746,-8.511,-8.514,-2.256,0.69,2.577,-3.644,1.045,-1.481,-0.734,130.534,51.321,20.099,23.392,17.389,12.743,10.885,13.88,9.577,4.481,11.874,8.552,8.285,6.22,5.189,5.545,7.08,5.921,3.591,3.863,1781.627,1075.176,0.449,3794.308,2075.229
./fastapi_app/Голосовые/Степа/Гайволя Степан Привет (2).wav,Степа,Привет,-320.212,85.147,-2.596,51.687,6.532,-13.367,-1.273,-2.107,-12.422,-7.733,-6.316,-1.564,-5.664,1.505,-6.995,7.63,-5.11,-1.936,-5.745,3.114,116.43,47.705,23.135,30.581,20.459,22.657,5.804,7.437,11.39,6.749,15.1,6.864,3.88,8.144,8.918,4.841,5.476,4.322,5.111,4.981,2225.644,1238.279,0.232,4507.046,2145.047
./fastapi_app/Голосовые/Степа/Гайволя Степан Привет (3).wav,Степа,Привет,-342.672,102.005,5.626,47.862,14.038,-10.502,-3.151,2.779,-11.639,-4.507,-2.644,-4.863,-2.311,-6.012,-1.193,2.565,-4.848,-1.685,-1.125,1.145,129.544,54.201,22.191,28.055,22.748,17.162,9.508,9.823,14.016,7.558,12.768,6.263,4.756,7.322,6.902,5.396,5.926,5.396,3.12,5.502,1716.496,1279.933,1.052,3559.341,2284.853
./fastapi_app/Голосовые/Степа/Гайволя Степан Привет (4).wav,Степа,Привет,-351.417,95.149,4.142,53.996,16.663,-8.176,-1.536,2.824,-6.011,-3.831,-5.254,-1.924,-0.093,-0.646,-0.698,1.49,-4.616,0.151,-2.155,-0.995,141.973,51.836,23.747,31.102,19.009,25.185,10.819,8.158,12.533,7.764,14.976,9.875,7.446,7.185,8.792,7.601,5.359,5.279,4.172,5.936,1722.955,1210.866,0.98,3588.167,2351.633
./fastapi_app/Голосовые/Степа/Гайволя Степан Привет (5).wav,Степа,Привет,-362.713,119.872,20.476,61.284,16.923,-12.856,-5.532,5.261,-9.27,-6.621,-6.624,-5.751,-6.709,-0.757,-3.099,3.479,-4.714,-2.482,1.668,-1.692,112.594,65.417,33.931,28.037,18.831,18.132,9.774,10.16,11.645,7.02,11.553,5.903,5.516,7.218,5.699,5.849,5.613,4.048,5.076,4.823,1393.648,1167.633,1.004,2780.72,2429.218
./fastapi_app/Голосовые/Степа/Гайволя Степан Собака (1).wav,Степа,Собака,-341.999,107.906,12.553,24.048,-0.673,3.522,-8.499,0.801,-1.69,-1.354,-4.202,1.004,-4.095,-0.214,-4.541,-1.871,-1.754,-9.183,0.805,-4.097,147.423,69.35,30.092,15.451,13.715,19.748,12.187,9.515,11.278,9.861,9.842,7.814,6.643,8.401,6.922,5.825,5.421,8.052,4.131,5.05,1927.724,1560.305,1.199,3616.355,2668.222
./fastapi_app/Голосовые/Степа/Гайволя Степан Собака (2).wav,Степа,Собака,-369.519,98.789,13.964,32.919,-0.638,7.652,-9.309,-5.882,-9.626,-6.851,-6.834,-3.712,-6.185,-0.195,-0.644,-4.17,1.046,-3.362,2.907,-0.143,148.282,77.538,22.6,15.802,15.722,15.411,11.145,9.5,9.5,7.543,7.199,10.124,6.761,7.292,5.519,6.494,6.204,7.149,6.112,5.542,2059.453,1819.33,1.116,3562.032,2666.238
./fastapi_app/Голосовые/Степа/Гайволя Степан Собака (3).wav,Степа,Собака,-350.986,103.651,12.635,23.643,2.063,9.872,-12.117,-1.007,-3.65,-4.063,-2.728,-1.472,-2.202,-2.197,-2.217,-3.536,-1.755,-8.153,-1.487,-2.953,144.316,80.565,26.968,20.297,14.315,16.782,14.907,9.656,11.918,8.353,10.415,7.372,7.722,8.788,6.774,6.685,4.981,6.573,3.769,4.02,1989.008,1783.622,1.168,3426.716,2787.755
./fastapi_app/Голосовые/Степа/Гайволя Степан Собака (4).wav,Степа,Собака,-347.842,97.894,11.814,19.122,-2.887,6.426,-9.503,0.592,-7.584,-4.313,-0.054,0.958,-3.104,-2.14,-2.982,-4.773,-3.06,-7.209,0.385,-3.527,148.749,85.056,25.92,14.731,12.173,18.586,13.314,11.809,12.198,6.881,11.255,8.162,6.098,8.116,5.108,5.546,5.519,9.711,4.999,4.063,2113.944,1896.578,1.335,3627.121,2620.647
./fastapi_app/Голосовые/Степа/Гайволя Степан Собака (5).wav,Степа,Собака,-354.376,111.184,15.258,20.278,0.631,5.085,-7.678,0.728,-7.818,-3.048,0.339,-0.293,-3.67,1.086,-1.896,-0.246,-3.445,-6.204,2.983,-2.7,151.054,77.113,26.484,12.873,13.63,16.504,11.681,11.236,11.495,6.251,10.645,8.392,5.195,7.43,7.214,6.491,5.225,8.493,5.521,5.405,1869.894,1737.457,1.507,3268.887,2633.375
./fastapi_app/Голосовые/Степа/Гайволя Степан Шкаф (1).wav,Степа,Шкаф,-327.715,89.202,3.074,34.001,0.307,-1.525,-12.331,-7.778,-16.419,-7.226,-5.105,-2.257,-2.58,0.233,2.272,-1.988,-3.544,-5.518,-2.605,-6.642,161.716,61.55,28.606,27.15,14.096,11.272,9.515,11.62,10.776,8.379,11.475,8.589,7.377,10.813,6.286,8.387,5.793,5.409,4.152,7.318,2154.485,1314.583,0.355,4333.695,2683.048
./fastapi_app/Голосовые/Степа/Гайволя Степан Шкаф (2).wav,Степа,Шкаф,-318.998,94.663,-11.215,33.797,0.808,1.489,-12.156,-4.283,-9.612,-5.243,0.76,-2.824,-5.022,-3.942,-0.37,-3.019,-1.017,-5.177,0.712,-0.499,146.239,67.643,19.242,24.46,12.293,11.865,11.018,9.442,10.436,7.833,10.963,10.91,7.18,10.616,5.071,5.386,5.023,5.591,3.439,4.291,2197.861,1398.924,0.637,4193.102,2488.096
./fastapi_app/Голосовые/Степа/Гайволя Степан Шкаф (3).wav,Степа,Шкаф,-363.929,80.018,4.966,33.149,-1.408,1.87,-9.101,0.137,-12.295,-8.565,-0.413,3.67,-2.49,-0.06,2.987,0.077,-0.888,-2.968,-2.237,-2.945,153.051,65.413,25.318,25.618,11.745,13.14,6.442,11.46,11.729,4.997,10.171,6.503,7.517,9.023,5.269,5.026,4.655,7.789,4.151,4.155,2271.801,1435.619,0.654,4413.083,2324.451
./fastapi_app/Голосовые/Степа/Гайволя Степан Шкаф (4).wav,Степа,Шкаф,-349.177,100.086,-6.759,33.587,-0.852,-2.492,-9.25,-2.109,-14.193,-8.401,4.31,-3.197,-6.416,-1.203,0.632,-3.699,-0.465,-2.974,0.682,-4.144,152.283,64.653,18.28,25.269,12.328,14.284,11.536,9.95,15.441,7.181,8.905,8.1,8.377,6.825,4.52,3.956,6.135,6.278,5.986,6.448,2003.249,1443.608,0.964,3890.903,2638.671
./fastapi_app/Голосовые/Степа/Гайволя Степан Шкаф (5).wav,Степа,Шкаф,-289.07,87.567,-4.118,29.542,-5.158,-2.489,-14.28,-7.834,-15.748,-5.767,-2.036,-2.445,-5.586,-2.349,3.349,-0.454,-2.072,-2.946,-0.164,-3.194,143.726,62.351,20.51,20.132,11.51,11.871,8.182,11.816,10.344,10.405,9.429,8.694,7.561,10.171,7.947,5.365,5.373,7.136,5.385,3.658,2260.358,1485.468,0.511,4346.946,2708.763
./fastapi_app/Голосовые/Юля/Долматова Юля Вход 1.wav,Юля,Вход,-408.134,125.492,23.683,8.448,6.404,-1.587,11.754,-6.308,20.79,6.249,7.427,11.134,5.312,6.532,6.106,5.224,0.024,-1.782,-0.479,-0.977,84.886,38.587,24.988,19.116,14.711,17.82,11.128,17.245,14.711,10.593,5.075,5.448,5.335,7.505,6.53,6.163,7.927,4.396,3.79,4.126,1577.975,560.968,0.832,3165.381,1577.854
./fastapi_app/Голосовые/Юля/Долматова Юля Вход 2.wav,Юля,Вход,-382.578,102.217,18.674,-3.469,2.011,-14.612,-1.817,-13.383,12.622,-4.96,-2.987,4.381,1.181,1.107,0.145,2.057,-8.586,-1.816,-1.557,-4.927,87.031,48.655,23.456,16.426,20.476,23.809,8.376,12.359,10.543,11.618,5.944,6.156,4.945,5.094,4.653,5.348,10.264,6.369,5.305,6.174,2721.339,1249.892,-0.032,5795.892,3297.94
./fastapi_app/Голосовые/Юля/Долматова Юля Вход 3.wav,Юля,Вход,-411.995,110.214,10.508,-1.443,2.41,-10.266,-2.64,-14.049,8.156,-2.789,-3.663,7.104,-5.814,0.584,0.857,0.201,-2.759,-0.407,-0.335,-4.423,89.291,42.957,18.973,15.566,18.902,19.067,9.193,13.348,8.942,10.817,4.662,4.137,7.107,6.96,7.168,6.903,7.129,3.599,4.646,6.97,2452.764,1218.093,0.981,5040.923,2641.512
./fastapi_app/Голосовые/Юля/Долматова Юля Вход 4.wav,Юля,Вход,-434.533,109.41,17.465,-3.094,4.15,-9.309,2.874,-21.355,5.259,-0.171,-6.511,4.195,-2.434,-0.754,-1.43,1.054,-5.088,-4.755,-5.647,-4.758,92.313,45.092,22.159,24.973,21.1,23.83,9.531,18.234,11.712,8.561,6.567,7.028,6.127,8.356,3.042,5.701,6.97,4.822,4.317,6.594,2451.973,1111.132,0.391,5527.383,2881.818
./fastapi_app/Голосовые/Юля/Долматова Юля Вход 5.wav,Юля,Вход,-410.365,102.209,17.897,3.91,-0.816,-12.632,0.382,-17.864,10.619,-3.382,-5.18,6.924,-0.588,-1.349,-1.634,0.893,-4.995,-2.275,-1.47,-4.708,83.126,40.635,25.8,15.551,21.669,25.226,10.15,11.422,9.262,12.556,4.008,7.667,6.539,6.656,5.287,5.134,7.878,4.002,6.623,7.217,2600.68,1010.021,-0.214,5742.188,2753.301
./fastapi_app/Голосовые/Юля/Долматова Юля Пицца 1.wav,Юля,Пицца,-419.992,75.622,18.971,17.056,17.285,-5.763,5.059,-10.191,-1.225,5.478,-11.233,0.734,-4.802,-0.841,-3.304,-4.172,-7.892,-0.802,-9.995,0.834,95.436,48.405,20.337,31.275,10.945,16.446,7.421,11.11,6.75,9.027,10.694,8.504,10.822,5.319,5.039,6.02,5.578,4.047,5.902,4.558,3029.684,1937.235,1.344,5762.151,2593.188
./fastapi_app/Голосовые/Юля/Долматова Юля Пицца 2.wav,Юля,Пицца,-406.368,73.201,11.59,18.498,20.215,-3.765,1.713,-18.851,-0.249,-1.979,-11.27,7.409,-8.188,-0.171,-10.167,1.57,-12.599,2.254,-12.957,1.085,74.385,43.441,19.673,31.282,11.527,13.232,10.546,17.042,6.452,7.946,11.441,5.695,8.162,5.596,5.739,6.958,6.302,4.771,6.436,4.04,3109.144,1907.973,1.434,6051.503,2563.908
./fastapi_app/Голосовые/Юля/Долматова Юля Пицца 3.wav,Юля,Пицца,-392.873,72.275,14.349,17.253,14.609,-0.333,10.503,-13.274,-2.614,3.582,-10.334,2.896,-6.438,3.125,-6.7,-2.353,-8.697,-2.384,-8.57,0.326,85.243,43.579,20.823,32.953,15.755,11.407,10.594,17.083,9.447,10.269,8.323,5.986,7.401,4.504,6.142,7.904,4.787,4.799,5.978,5.185,3166.589,1968.727,1.297,6099.443,2437.13
./fastapi_app/Голосовые/Юля/Долматова Юля Пицца 4.wav,Юля,Пицца,-427.546,77.398,19.962,19.002,25.476,3.326,4.714,-10.633,-1.406,3.618,-13.424,4.366,-2.13,1.279,-7.726,3.422,-8.113,0.033,-6.483,0.037,97.751,43.756,18.575,30.162,13.963,12.516,10.537,13.274,6.975,10.789,9.319,7.126,6.713,4.885,6.257,5.048,7.151,3.734,5.591,4.055,2968.224,1945.71,1.525,5871.958,2394.14
./fastapi_app/Голосовые/Юля/Долматова Юля Пицца 5.wav,Юля,Пицца,-417.912,78.602,14.31,16.704,15.345,7.048,15.943,-7.849,-5.727,2.124,-8.536,4.462,-2.779,4.97,-7.316,-0.604,-6.201,1.753,-6.664,-2.391,107.912,43.335,23.01,26.882,11.879,10.37,12.575,16.946,6.549,11.966,10.293,6.787,7.786,5.317,5.934,4.273,6.498,5.15,6.797,4.4,2887.379,1842.613,1.712,5524.001,2170.104
./fastapi_app/Голосовые/Юля/Долматова Юля Привет 1.wav,Юля,Привет,-339.687,77.948,-7.726,47.059,11.169,-21.948,5.294,-26.717,-8.534,-0.023,-12.67,0.686,-1.009,3.921,-3.431,-4.0,-9.006,-1.407,-8.398,-0.468,75.788,23.034,22.051,32.603,9.445,26.614,12.234,20.377,7.188,11.253,9.338,7.034,10.247,6.605,4.863,7.649,3.371,3.153,6.95,3.894,2389.382,911.358,0.93,4941.439,1621.499
./fastapi_app/Голосовые/Юля/Долматова Юля Привет 2.wav,Юля,Привет,-382.469,84.501,-8.322,42.241,14.395,-15.926,6.082,-24.428,1.343,-4.585,-12.224,5.328,-3.474,1.319,-4.217,1.052,-8.35,1.221,-11.173,-0.265,98.821,18.83,21.947,27.014,9.192,23.101,6.855,23.375,6.325,12.276,12.677,8.53,8.341,6.809,3.871,7.519,4.566,5.702,8.425,4.328,2260.987,610.302,1.15,4778.287,1119.928
./fastapi_app/Голосовые/Юля/Долматова Юля Привет 3.wav,Юля,Привет,-377.338,88.968,-0.781,38.671,12.026,-11.553,1.869,-17.757,-3.249,-2.423,-6.62,1.893,-3.18,3.753,-3.528,0.712,-2.049,1.904,-5.078,0.52,101.788,17.428,21.151,28.56,10.111,20.131,14.072,19.822,9.21,11.202,7.457,7.773,6.343,5.066,5.066,6.441,6.468,7.358,8.431,4.932,2345.983,629.505,1.733,4941.136,1430.541
./fastapi_app/Голосовые/Юля/Долматова Юля Привет 4.wav,Юля,Привет,-349.481,93.611,-15.157,45.057,15.678,-26.429,3.507,-31.844,-4.656,-0.404,-16.298,2.674,-2.277,4.215,-3.357,-0.923,-8.978,0.565,-8.597,-2.699,78.414,28.267,16.544,28.456,11.92,24.198,14.412,20.852,8.061,11.559,11.602,9.337,8.98,7.477,5.643,5.906,5.372,3.952,8.39,4.63,2112.724,807.232,0.923,4356.628,1639.814
./fastapi_app/Голосовые/Юля/Долматова Юля Собака 1.wav,Юля,Собака,-353.203,113.421,-0.162,3.061,7.099,-3.165,5.503,-19.232,-9.432,-1.877,-1.291,-0.22,-3.829,-2.595,-3.938,-1.831,-11.657,0.009,-8.462,-2.703,76.725,49.568,17.352,20.317,15.054,15.612,12.62,20.046,5.182,10.388,7.608,9.612,7.931,7.155,6.822,6.147,8.781,6.152,5.381,5.15,2053.962,1521.068,2.383,3670.278,2408.656
./fastapi_app/Голосовые/Юля/Долматова Юля Собака 2.wav,Юля,Собака,-363.905,112.18,-1.488,-0.746,0.687,-1.56,11.191,-16.445,-4.394,-1.333,-2.233,4.458,-2.985,-0.845,-7.36,1.421,-12.68,3.506,-10.087,-6.516,75.803,47.49,21.763,23.049,10.429,17.277,12.808,19.739,7.222,7.218,5.812,8.14,7.206,7.086,5.224,7.13,9.577,5.862,4.987,8.119,2159.141,1577.0,2.161,3706.828,2532.252
./fastapi_app/Голосовые/Юля/Долматова Юля Собака 3.wav,Юля,Собака,-340.428,126.757,-8.942,1.592,-5.661,-2.345,12.433,-22.693,-4.495,1.32,-0.005,-1.303,-4.252,-2.443,-7.404,-0.636,-9.191,2.058,-11.575,-3.995,68.084,33.24,20.343,14.739,11.355,15.31,9.41,19.729,7.439,7.541,5.642,8.611,8.241,6.982,5.803,5.15,8.948,8.908,7.391,5.685,1740.266,759.556,0.75,3377.944,2125.086
./fastapi_app/Голосовые/Юля/Долматова Юля Собака 4.wav,Юля,Собака,-365.292,120.083,-1.974,-3.779,-5.107,-0.949,13.154,-20.245,-5.775,4.253,-6.302,3.15,-6.576,0.974,-5.554,1.45,-12.514,2.86,-10.504,-3.018,72.641,37.624,21.93,17.33,10.737,15.301,12.556,17.19,7.403,5.044,7.022,7.025,6.167,6.673,5.11,6.148,9.674,6.118,6.136,5.99,1962.881,1125.317,1.966,3742.994,2531.457
./fastapi_app/Голосовые/Юля/Долматова Юля Собака 5.wav,Юля,Собака,-388.007,139.828,-2.028,-5.454,3.18,2.215,12.812,-22.269,-1.596,-5.564,-1.323,8.622,-6.828,-0.58,-4.69,0.61,-13.81,1.906,-9.121,-5.232,65.625,18.757,18.319,17.843,11.135,14.97,9.481,13.29,5.416,5.969,7.747,7.22,7.366,7.998,4.841,4.993,7.938,8.481,5.753,4.728,1389.256,319.478,0.681,2260.313,1062.06
./fastapi_app/Голосовые/Юля/Долматова Юля Шкаф 1.wav,Юля,Шкаф,-405.67,104.258,-10.254,-4.825,10.704,0.7,12.79,-13.414,-1.302,8.1,-2.762,5.289,-3.564,-4.399,-3.291,4.543,-8.359,0.137,-8.405,-5.573,97.65,45.359,17.079,18.497,10.995,18.018,11.317,18.824,6.68,10.567,7.27,8.887,9.092,8.977,6.057,5.817,6.956,3.461,4.785,7.452,2329.033,978.251,1.059,4839.449,2290.526
./fastapi_app/Голосовые/Юля/Долматова Юля Шкаф 2.wav,Юля,Шкаф,-399.28,100.111,0.401,1.725,19.584,3.581,17.194,-6.046,-0.897,7.219,2.316,3.871,-2.873,-3.945,-0.034,3.354,-7.277,0.495,-5.944,-2.157,118.007,38.824,32.898,24.852,19.192,22.603,15.246,25.307,8.612,7.888,6.251,6.14,8.927,9.165,7.847,6.522,8.85,4.802,4.361,6.95,2223.167,1290.446,0.896,4403.54,2700.121
./fastapi_app/Голосовые/Юля/Долматова Юля Шкаф 3.wav,Юля,Шкаф,-400.132,102.208,-11.231,-5.506,10.021,0.222,8.448,-8.12,-4.842,6.208,-4.81,6.094,-1.431,-7.107,-0.746,0.322,-8.25,2.345,-3.572,-3.946,103.904,39.556,25.79,12.104,12.465,16.536,11.698,20.343,6.003,6.535,6.322,9.339,7.327,13.85,7.166,5.009,7.226,5.169,4.088,7.407,2570.627,988.837,0.575,5419.638,2270.942
./fastapi_app/Голосовые/Юля/Долматова Юля Шкаф 4.wav,Юля,Шкаф,-434.657,106.285,-2.505,5.206,17.896,6.452,9.472,-7.848,-0.722,6.024,1.181,7.055,0.436,-3.891,-1.211,2.897,-6.912,-0.004,-5.146,-1.277,99.296,32.796,18.808,20.92,16.019,16.637,12.123,20.021,7.38,6.511,3.487,4.826,8.924,9.501,4.342,3.162,5.972,5.601,4.138,7.004,2262.491,862.708,0.929,4890.392,2043.804
./fastapi_app/Голосовые/Юля/Долматова Юля Шкаф 5.wav,Юля,Шкаф,-361.034,76.21,-8.11,6.891,7.009,5.024,8.511,-9.202,-9.048,8.283,-2.145,2.436,-0.409,-2.941,1.082,-0.394,-4.868,-0.999,-4.891,-3.335,101.467,65.875,24.103,26.598,20.572,15.464,10.513,19.035,8.802,9.116,7.341,8.236,10.807,10.634,7.607,7.683,6.743,7.033,4.672,8.262,2897.917,1371.118,0.164,5409.208,2486.308
